X,Y,full_id,osm_id,osm_type,addr_city,addr_house,addr_postc,addr_stree,building,building_l,email,internet_a,name,operator,payment_ca,payment_cr,payment_de,payment_vi,tourism,type,website,addr_count,residentia,year,addr_hou_1,building_c,building_u,landuse,building_m,roof_colou,roof_mater,amenity,branch,fax,phone,short_name,social_fac,access,bicycle_pa,building_1,layer,level,parking,parking_co,parking_la,surface,height,social_f_1,addr_neigh,addr_place,postal_cod,roof_shape,building_2,roof_level,roof_orien,building_p,addr_subur,ref,commercial,image,mapillary,history,old_name,wheelchair,shop,building_3,leisure,architect,year_of_co,religion,wikidata,denominati,historic,roof_direc,descriptio,check_date,resi,contact_fa,covered,power,sports,sport,addr_name,shelter_ty,full_id_2,osm_id_2,osm_type_2,addr_city_,addr_cou_1,addr_hou_2,addr_pos_1,addr_str_1,building_4,building_5,resident_1,type_2,year_2,addr_hou_3,height_2,addr_regio,descript_1,landuse_2,name_2,constructi,addr_pla_1,building_6,building_7,place,addr_nei_1,roof_lev_1,roof_mat_1,roof_ori_1,roof_sha_1,roof_col_1,building_8,amenity_2,parking_2,commerci_1,image_2,mapillary_,history_2,designatio,layer_2,building_9,shop_2,building10,wikidata_2,operator_2,building11,developer,phone_2,website_2,alt_name,wheelcha_1,roof_dir_1,natural,contact__1,power_2,old_name_2,ID
103.913551384718,1.33030671429167,w110250647,"110250647",way,Singapore,"605","470605",Bedok Reservoir Road,residential,"11",,,,,,,,,,,,,HDB,"1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w713840059,"713840059",way,,,,,,,,HDB,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2099"
103.913551384718,1.33030671429167,w110250647,"110250647",way,Singapore,"605","470605",Bedok Reservoir Road,residential,"11",,,,,,,,,,,,,HDB,"1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110250647,"110250647",way,Singapore,,"605","470605",Bedok Reservoir Road,residential,"11",HDB,,"1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2100"
103.913171813509,1.33072145803965,w110250648,"110250648",way,Singapore,"604","470604",Bedok Reservoir Road,residential,"11",,,,,,,,,,,,,HDB,"1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w713840059,"713840059",way,,,,,,,,HDB,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2101"
103.913171813509,1.33072145803965,w110250648,"110250648",way,Singapore,"604","470604",Bedok Reservoir Road,residential,"11",,,,,,,,,,,,,HDB,"1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110250648,"110250648",way,Singapore,,"604","470604",Bedok Reservoir Road,residential,"11",HDB,,"1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2102"
103.912881461936,1.33108038765772,w110250650,"110250650",way,Singapore,"607","470607",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w713840059,"713840059",way,,,,,,,,HDB,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2103"
103.912881461936,1.33108038765772,w110250650,"110250650",way,Singapore,"607","470607",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110250650,"110250650",way,Singapore,,"607","470607",Bedok Reservoir Road,residential,"12",HDB,,"1982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2104"
103.912351343275,1.33175313340331,w110250651,"110250651",way,Singapore,"609","470609",Bedok Reservoir Road,residential,"10",,,,,,,,,,,,,HDB,"1982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w713840059,"713840059",way,,,,,,,,HDB,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2105"
103.912351343275,1.33175313340331,w110250651,"110250651",way,Singapore,"609","470609",Bedok Reservoir Road,residential,"10",,,,,,,,,,,,,HDB,"1982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110250651,"110250651",way,Singapore,,"609","470609",Bedok Reservoir Road,residential,"10",HDB,,"1982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2106"
103.913176956581,1.33184426649095,w110250656,"110250656",way,Singapore,"608","470608",Bedok Reservoir Road,residential,"11",,,,,,,,,,,,,HDB,"1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w713840059,"713840059",way,,,,,,,,HDB,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2107"
103.913176956581,1.33184426649095,w110250656,"110250656",way,Singapore,"608","470608",Bedok Reservoir Road,residential,"11",,,,,,,,,,,,,HDB,"1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110250656,"110250656",way,Singapore,,"608","470608",Bedok Reservoir Road,residential,"11",HDB,,"1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2108"
103.911571965389,1.32935932999344,w110253574,"110253574",way,Singapore,"602","470602",Bedok Reservoir Road,residential,"13",,,,,,,,,,,,,HDB,"1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w713840059,"713840059",way,,,,,,,,HDB,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2109"
103.911571965389,1.32935932999344,w110253574,"110253574",way,Singapore,"602","470602",Bedok Reservoir Road,residential,"13",,,,,,,,,,,,,HDB,"1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110253574,"110253574",way,Singapore,,"602","470602",Bedok Reservoir Road,residential,"13",HDB,,"1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2110"
103.912439902494,1.32997274631316,w110253576,"110253576",way,Singapore,"603","470603",Bedok Reservoir Road,residential,"11",,,,,,,,,,,,,HDB,"1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110253576,"110253576",way,Singapore,,"603","470603",Bedok Reservoir Road,residential,"11",HDB,,"1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2111"
103.912439902494,1.32997274631316,w110253576,"110253576",way,Singapore,"603","470603",Bedok Reservoir Road,residential,"11",,,,,,,,,,,,,HDB,"1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w713840059,"713840059",way,,,,,,,,HDB,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2112"
103.911557870893,1.32999292956148,w110253578,"110253578",way,Singapore,"601","470601",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110253578,"110253578",way,Singapore,,"601","470601",Bedok Reservoir Road,residential,"12",HDB,,"1982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2113"
103.911557870893,1.32999292956148,w110253578,"110253578",way,Singapore,"601","470601",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w713840059,"713840059",way,,,,,,,,HDB,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2114"
103.909907089608,1.33091455907527,w110254880,"110254880",way,Singapore,"120","470120",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254880,"110254880",way,Singapore,,"120","470120",Bedok Reservoir Road,residential,"12",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2115"
103.909907089608,1.33091455907527,w110254880,"110254880",way,Singapore,"120","470120",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2116"
103.909447061208,1.33108245209531,w110254881,"110254881",way,Singapore,"119","470119",Bedok Reservoir Road,residential,"4",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254881,"110254881",way,Singapore,,"119","470119",Bedok Reservoir Road,residential,"4",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2117"
103.909447061208,1.33108245209531,w110254881,"110254881",way,Singapore,"119","470119",Bedok Reservoir Road,residential,"4",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2118"
103.908659862931,1.33141329419878,w110254882,"110254882",way,Singapore,"117","470117",Bedok Reservoir Road,residential,"10",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2119"
103.908659862931,1.33141329419878,w110254882,"110254882",way,Singapore,"117","470117",Bedok Reservoir Road,residential,"10",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254882,"110254882",way,Singapore,,"117","470117",Bedok Reservoir Road,residential,"10",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2120"
103.909357389314,1.32878017998625,w110254883,"110254883",way,Singapore,"103","470103",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2121"
103.909357389314,1.32878017998625,w110254883,"110254883",way,Singapore,"103","470103",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254883,"110254883",way,Singapore,,"103","470103",Bedok Reservoir Road,residential,"12",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2122"
103.90937315566,1.3302411342554,w110254887,"110254887",way,Singapore,"108","470108",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HDB,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2123"
103.90937315566,1.3302411342554,w110254887,"110254887",way,Singapore,"108","470108",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HDB,,,,,,,,,,,,,,,,,,,,,,,,,,w110254887,"110254887",way,Singapore,,"108","470108",Bedok Reservoir Road,residential,"12",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,HDB,,,,,,,,,,,,,,,,,,,,,,"2124"
103.910307584513,1.3301764335494,w110254888,"110254888",way,Singapore,"110","470110",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2125"
103.910307584513,1.3301764335494,w110254888,"110254888",way,Singapore,"110","470110",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254888,"110254888",way,Singapore,,"110","470110",Bedok Reservoir Road,residential,"12",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2126"
103.909975880278,1.33130277415433,w110254889,"110254889",way,Singapore,"121","470121",Bedok Reservoir Road,residential,"10",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2127"
103.909975880278,1.33130277415433,w110254889,"110254889",way,Singapore,"121","470121",Bedok Reservoir Road,residential,"10",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254889,"110254889",way,Singapore,,"121","470121",Bedok Reservoir Road,residential,"10",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2128"
103.909817607087,1.32980795942044,w110254890,"110254890",way,Singapore,"109","470109",Bedok Reservoir Road,residential,"4",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2129"
103.909817607087,1.32980795942044,w110254890,"110254890",way,Singapore,"109","470109",Bedok Reservoir Road,residential,"4",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254890,"110254890",way,Singapore,,"109","470109",Bedok Reservoir Road,residential,"4",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2130"
103.909253665459,1.32918379217181,w110254891,"110254891",way,Singapore,"105","470105",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2131"
103.909253665459,1.32918379217181,w110254891,"110254891",way,Singapore,"105","470105",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254891,"110254891",way,Singapore,,"105","470105",Bedok Reservoir Road,residential,"12",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2132"
103.910474748912,1.32970660129324,w110254892,"110254892",way,Singapore,"112","470112",Bedok Reservoir Road,residential,"15",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2133"
103.910474748912,1.32970660129324,w110254892,"110254892",way,Singapore,"112","470112",Bedok Reservoir Road,residential,"15",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254892,"110254892",way,Singapore,,"112","470112",Bedok Reservoir Road,residential,"15",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2134"
103.909827680495,1.32845886297639,w110254893,"110254893",way,Singapore,"101","470101",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2135"
103.909827680495,1.32845886297639,w110254893,"110254893",way,Singapore,"101","470101",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254893,"110254893",way,Singapore,,"101","470101",Bedok Reservoir Road,residential,"12",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2136"
103.910656096113,1.33052729915678,w110254894,"110254894",way,Singapore,"113","470113",Bedok Reservoir Road,residential,"4",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2137"
103.910656096112,1.33052729915678,w110254894,"110254894",way,Singapore,"113","470113",Bedok Reservoir Road,residential,"4",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254894,"110254894",way,Singapore,,"113","470113",Bedok Reservoir Road,residential,"4",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2138"
103.909213112155,1.32989326796138,w110254895,"110254895",way,Singapore,"107","470107",Bedok Reservoir Road,residential,"13",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2139"
103.909213112155,1.32989326796138,w110254895,"110254895",way,Singapore,"107","470107",Bedok Reservoir Road,residential,"13",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254895,"110254895",way,Singapore,,"107","470107",Bedok Reservoir Road,residential,"13",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2140"
103.909244179602,1.328482538688,w110254896,"110254896",way,Singapore,"102","470102",Bedok Reservoir Road,residential,"4",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2141"
103.909244179602,1.328482538688,w110254896,"110254896",way,Singapore,"102","470102",Bedok Reservoir Road,residential,"4",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254896,"110254896",way,Singapore,,"102","470102",Bedok Reservoir Road,residential,"4",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2142"
103.908734816666,1.33068720243436,w110254898,"110254898",way,Singapore,"115","470115",Bedok Reservoir Road,residential,"13",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2143"
103.908734816666,1.33068720243436,w110254898,"110254898",way,Singapore,"115","470115",Bedok Reservoir Road,residential,"13",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254898,"110254898",way,Singapore,,"115","470115",Bedok Reservoir Road,residential,"13",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2144"
103.910070655573,1.32987800232056,w110254900,"110254900",way,Singapore,"111","470111",Bedok Reservoir Road,residential,"4",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254900,"110254900",way,Singapore,,"111","470111",Bedok Reservoir Road,residential,"4",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2145"
103.910070655573,1.32987800232056,w110254900,"110254900",way,Singapore,"111","470111",Bedok Reservoir Road,residential,"4",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2146"
103.908635631387,1.33106308854904,w110254901,"110254901",way,Singapore,"116","470116",Bedok Reservoir Road,residential,"13",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254901,"110254901",way,Singapore,,"116","470116",Bedok Reservoir Road,residential,"13",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2147"
103.908635631387,1.33106308854904,w110254901,"110254901",way,Singapore,"116","470116",Bedok Reservoir Road,residential,"13",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2148"
103.909910357804,1.32924806969086,w110254903,"110254903",way,Singapore,"104","470104",Bedok Reservoir Road,residential,"15",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254903,"110254903",way,Singapore,,"104","470104",Bedok Reservoir Road,residential,"15",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2149"
103.909910357804,1.32924806969086,w110254903,"110254903",way,Singapore,"104","470104",Bedok Reservoir Road,residential,"15",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2150"
103.909844649443,1.33055650680882,w110254905,"110254905",way,Singapore,"114","470114",Bedok Reservoir Road,residential,"13",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2151"
103.909844649443,1.33055650680882,w110254905,"110254905",way,Singapore,"114","470114",Bedok Reservoir Road,residential,"13",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254905,"110254905",way,Singapore,,"114","470114",Bedok Reservoir Road,residential,"13",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2152"
103.909376543547,1.3295237827241,w110254906,"110254906",way,Singapore,"106","470106",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2153"
103.909376543546,1.3295237827241,w110254906,"110254906",way,Singapore,"106","470106",Bedok Reservoir Road,residential,"12",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254906,"110254906",way,Singapore,,"106","470106",Bedok Reservoir Road,residential,"12",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2154"
103.909142883033,1.33111854671976,w110254907,"110254907",way,Singapore,"118","470118",Bedok Reservoir Road,residential,"4",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w477957992,"477957992",way,,,,,,,,HDB,,,,,,,residential,Eunos Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2155"
103.909142883033,1.33111854671976,w110254907,"110254907",way,Singapore,"118","470118",Bedok Reservoir Road,residential,"4",,,,,,,,,,,,,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w110254907,"110254907",way,Singapore,,"118","470118",Bedok Reservoir Road,residential,"4",HDB,,"1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2156"
103.808999773597,1.28669135700021,w111151529,"111151529",way,Singapore,"11","150011",Jalan Bukit Merah,residential,"4",,,,,,,,,,,,SG,HDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w174078883,"174078883",way,,,,,,,,HDB,,,,,,,residential,Brickworks Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2157"
