X,Y,full_id,osm_id,osm_type,addr_city,addr_house,addr_postc,addr_stree,building,building_l,email,internet_a,name,operator,payment_ca,payment_cr,payment_de,payment_vi,tourism,type,website,addr_count,residentia,year,addr_hou_1,building_c,building_u,landuse,building_m,roof_colou,roof_mater,amenity,branch,fax,phone,short_name,social_fac,access,bicycle_pa,building_1,layer,level,parking,parking_co,parking_la,surface,height,social_f_1,addr_neigh,addr_place,postal_cod,roof_shape,building_2,roof_level,roof_orien,building_p,addr_subur,ref,commercial,image,mapillary,history,old_name,wheelchair,shop,building_3,leisure,architect,year_of_co,religion,wikidata,denominati,historic,roof_direc,descriptio,check_date,resi,contact_fa,covered,power,sports,sport,addr_name,shelter_ty,full_id_2,osm_id_2,osm_type_2,addr_city_,addr_cou_1,addr_hou_2,addr_pos_1,addr_str_1,building_4,building_5,resident_1,type_2,year_2,addr_hou_3,height_2,addr_regio,descript_1,landuse_2,name_2,constructi,addr_pla_1,building_6,building_7,place,addr_nei_1,roof_lev_1,roof_mat_1,roof_ori_1,roof_sha_1,roof_col_1,building_8,amenity_2,parking_2,commerci_1,image_2,mapillary_,history_2,designatio,layer_2,building_9,shop_2,building10,wikidata_2,operator_2,building11,developer,phone_2,website_2,alt_name,wheelcha_1,roof_dir_1,natural,contact__1,power_2,old_name_2,ID
103.939811002531,1.32097531891174,w189196418,"189196418",way,Singapore,"40","460040",Bedok South Road,residential,"15",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w189196418,"189196418",way,Singapore,SG,"40","460040",Bedok South Road,residential,"15",HDB,,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5000"
103.939811002531,1.32097531891174,w189196418,"189196418",way,Singapore,"40","460040",Bedok South Road,residential,"15",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w713620086,"713620086",way,,,,,,,,HDB,,,,,,,residential,Bedok South Parkview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5001"
103.940805414836,1.32103897902232,w189196419,"189196419",way,Singapore,"41","460041",Bedok South Road,residential,"16",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w189196419,"189196419",way,Singapore,SG,"41","460041",Bedok South Road,residential,"16",HDB,,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5002"
103.940805414836,1.32103897902232,w189196419,"189196419",way,Singapore,"41","460041",Bedok South Road,residential,"16",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w713620086,"713620086",way,,,,,,,,HDB,,,,,,,residential,Bedok South Parkview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5003"
103.939721752823,1.3213807277525,w189196420,"189196420",way,Singapore,"39","460039",Bedok South Road,residential,"15",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w189196420,"189196420",way,Singapore,SG,"39","460039",Bedok South Road,residential,"15",HDB,,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5004"
103.939721752823,1.3213807277525,w189196420,"189196420",way,Singapore,"39","460039",Bedok South Road,residential,"15",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w713620086,"713620086",way,,,,,,,,HDB,,,,,,,residential,Bedok South Parkview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5005"
103.938816052256,1.32088661496148,w189196421,"189196421",way,Singapore,"38","460038",Bedok South Road,residential,"12",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w713620086,"713620086",way,,,,,,,,HDB,,,,,,,residential,Bedok South Parkview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5006"
103.938816052256,1.32088661496148,w189196421,"189196421",way,Singapore,"38","460038",Bedok South Road,residential,"12",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w189196421,"189196421",way,Singapore,SG,"38","460038",Bedok South Road,residential,"12",HDB,,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5007"
103.938151334486,1.32300681094649,w189196429,"189196429",way,Singapore,"31","460031",Bedok South Avenue 2,residential,"25",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w713620086,"713620086",way,,,,,,,,HDB,,,,,,,residential,Bedok South Parkview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5008"
103.938151334486,1.32300681094649,w189196429,"189196429",way,Singapore,"31","460031",Bedok South Avenue 2,residential,"25",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w189196429,"189196429",way,Singapore,SG,"31","460031",Bedok South Avenue 2,residential,"25",HDB,,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5009"
103.940823725057,1.32275796453058,w189196431,"189196431",way,Singapore,"61","461061",New Upper Changi Road,residential,"25",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w713620086,"713620086",way,,,,,,,,HDB,,,,,,,residential,Bedok South Parkview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5010"
103.940823725057,1.32275796453058,w189196431,"189196431",way,Singapore,"61","461061",New Upper Changi Road,residential,"25",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w189196431,"189196431",way,Singapore,SG,"61","461061",New Upper Changi Road,residential,"25",HDB,,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5011"
103.937812765041,1.32263146051058,w189196433,"189196433",way,Singapore,"32","460032",Bedok South Avenue 2,residential,"25",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w189196433,"189196433",way,Singapore,SG,"32","460032",Bedok South Avenue 2,residential,"25",HDB,,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5012"
103.937812765041,1.32263146051058,w189196433,"189196433",way,Singapore,"32","460032",Bedok South Avenue 2,residential,"25",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w713620086,"713620086",way,,,,,,,,HDB,,,,,,,residential,Bedok South Parkview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5013"
103.943633971287,1.31935798013851,w189197980,"189197980",way,Singapore,"69","460069",Bedok South Avenue 3,residential,"10",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w474495121,"474495121",way,,,,,,,,HDB,,,,,,,residential,Siglap Lucky Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5014"
103.943633971287,1.31935798013851,w189197980,"189197980",way,Singapore,"69","460069",Bedok South Avenue 3,residential,"10",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w189197980,"189197980",way,Singapore,SG,"69","460069",Bedok South Avenue 3,residential,"10",HDB,,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5015"
103.943658539114,1.32035796112622,w189197981,"189197981",way,Singapore,"72","460072",Bedok South Avenue 3,residential,"22",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,Siglap Lucky Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w474495121,"474495121",way,,,,,,,,HDB,,,,,,,residential,Siglap Lucky Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5016"
103.943658539114,1.32035796112622,w189197981,"189197981",way,Singapore,"72","460072",Bedok South Avenue 3,residential,"22",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,Siglap Lucky Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w189197981,"189197981",way,Singapore,SG,"72","460072",Bedok South Avenue 3,residential,"22",HDB,,"1977",,,,,,,,,,,,Siglap Lucky Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5017"
103.9440544671,1.31897219035055,w189197982,"189197982",way,Singapore,"67","460067",Bedok South Avenue 3,residential,"22",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w474495121,"474495121",way,,,,,,,,HDB,,,,,,,residential,Siglap Lucky Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5018"
103.9440544671,1.31897219035055,w189197982,"189197982",way,Singapore,"67","460067",Bedok South Avenue 3,residential,"22",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w189197982,"189197982",way,Singapore,SG,"67","460067",Bedok South Avenue 3,residential,"22",HDB,,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5019"
103.943843944195,1.31848954883896,w189197984,"189197984",way,Singapore,"66","460066",Bedok South Avenue 3,residential,"22",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w474495121,"474495121",way,,,,,,,,HDB,,,,,,,residential,Siglap Lucky Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5020"
103.943843944195,1.31848954883896,w189197984,"189197984",way,Singapore,"66","460066",Bedok South Avenue 3,residential,"22",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w189197984,"189197984",way,Singapore,SG,"66","460066",Bedok South Avenue 3,residential,"22",HDB,,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5021"
103.943324921602,1.31874692017907,w189197986,"189197986",way,Singapore,"68","460068",Bedok South Avenue 3,residential,"22",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w474495121,"474495121",way,,,,,,,,HDB,,,,,,,residential,Siglap Lucky Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5022"
103.943324921602,1.31874692017907,w189197986,"189197986",way,Singapore,"68","460068",Bedok South Avenue 3,residential,"22",,,,,,,,,,,,SG,HDB,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w189197986,"189197986",way,Singapore,SG,"68","460068",Bedok South Avenue 3,residential,"22",HDB,,"1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5023"
103.944657485925,1.32059449304833,w189197987,"189197987",way,Singapore,"172","460172",Bedok South Road,residential,"12",,,,,,,,,,,,SG,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,Siglap East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w189197987,"189197987",way,Singapore,SG,"172","460172",Bedok South Road,residential,"12",HDB,,"1985",,,,,,,,,,,,Siglap East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5024"
103.944657485925,1.32059449304833,w189197987,"189197987",way,Singapore,"172","460172",Bedok South Road,residential,"12",,,,,,,,,,,,SG,HDB,"1985",,,,,,,,,,,,,,,,,,,,,,,,,Siglap East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w713620998,"713620998",way,,,,,,,,HDB,,,,,,,residential,Siglap East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5025"
103.910932521067,1.32516246951079,w190534081,"190534081",way,Singapore,"101","410101",Lengkong Tiga,residential,,,,,,,,,,,,,SG,HDB,,,,,,,,,,,,,,,,,,,,,,,,"0",,Kembangan Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w559651969,"559651969",way,,,,,,,,HDB,,,,,,,residential,Kembangan Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5026"
103.910932521067,1.32516246951079,w190534081,"190534081",way,Singapore,"101","410101",Lengkong Tiga,residential,,,,,,,,,,,,,SG,HDB,,,,,,,,,,,,,,,,,,,,,,,,"0",,Kembangan Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w190534081,"190534081",way,Singapore,SG,"101","410101",Lengkong Tiga,residential,,HDB,,,,"0",,,,,,,,,,Kembangan Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5027"
103.910721617484,1.32553963969533,w190534082,"190534082",way,Singapore,"102","410102",Lengkong Tiga,residential,,,,,,,,,,,,,SG,HDB,,,,,,,,,,,,,,,,,,,,,,,,"0",,Kembangan Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w559651969,"559651969",way,,,,,,,,HDB,,,,,,,residential,Kembangan Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5028"
103.910721617484,1.32553963969533,w190534082,"190534082",way,Singapore,"102","410102",Lengkong Tiga,residential,,,,,,,,,,,,,SG,HDB,,,,,,,,,,,,,,,,,,,,,,,,"0",,Kembangan Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w190534082,"190534082",way,Singapore,SG,"102","410102",Lengkong Tiga,residential,,HDB,,,,"0",,,,,,,,,,Kembangan Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5029"
103.910666928305,1.32590588541619,w190534084,"190534084",way,Singapore,"103","410103",Lengkong Tiga,residential,,,,,,,,,,,,,SG,HDB,,,,,,,,,,,,,,,,,,,,,,,,"0",,Kembangan Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w559651969,"559651969",way,,,,,,,,HDB,,,,,,,residential,Kembangan Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5030"
103.910666928305,1.32590588541619,w190534084,"190534084",way,Singapore,"103","410103",Lengkong Tiga,residential,,,,,,,,,,,,,SG,HDB,,,,,,,,,,,,,,,,,,,,,,,,"0",,Kembangan Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w190534084,"190534084",way,Singapore,SG,"103","410103",Lengkong Tiga,residential,,HDB,,,,"0",,,,,,,,,,Kembangan Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5031"
103.855885369265,1.32313323092555,w190681361,"190681361",way,Singapore,"86",,Whampoa Drive,residential,"16",,,Whampoa Spring,,,,,,,,,SG,HDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w190681361,"190681361",way,Singapore,SG,"86",,Whampoa Drive,residential,"16",HDB,,,,,,,,Whampoa Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5032"
103.855885369265,1.32313323092555,w190681361,"190681361",way,Singapore,"86",,Whampoa Drive,residential,"16",,,Whampoa Spring,,,,,,,,,SG,HDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w718232768,"718232768",way,,,,,,,,HDB,,,,,,,commercial,Whampoa Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5033"
103.856531532924,1.32388455907861,w190681362,"190681362",way,Singapore,"82",,Whampoa Drive,residential,"16",,,,,,,,,,,,SG,HDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w190681362,"190681362",way,Singapore,SG,"82",,Whampoa Drive,residential,"16",HDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5034"
103.856531532924,1.32388455907861,w190681362,"190681362",way,Singapore,"82",,Whampoa Drive,residential,"16",,,,,,,,,,,,SG,HDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w718232768,"718232768",way,,,,,,,,HDB,,,,,,,commercial,Whampoa Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5035"
103.756509168592,1.37825335133629,w190858086,"190858086",way,,,,,residential,,,,Blk 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w706623442,"706623442",way,,,,,,,,HDB,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5036"
103.757267303715,1.37843670658318,w190858089,"190858089",way,,,,,residential,,,,Blk 151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w706623442,"706623442",way,,,,,,,,HDB,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5037"
103.756662556285,1.3788587682301,w190858095,"190858095",way,,,,,residential,,,,Blk 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w706623442,"706623442",way,,,,,,,,HDB,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5038"
103.756853849745,1.37930086127841,w190858099,"190858099",way,,,,,residential,,,,Blk 157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w706623442,"706623442",way,,,,,,,,HDB,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5039"
103.758081950691,1.37892313159843,w190858100,"190858100",way,,,,,residential,,,,Blk 152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w706623442,"706623442",way,,,,,,,,HDB,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5040"
103.756448580692,1.3801906091982,w190858102,"190858102",way,,,,,residential,,,,Blk 159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w706623442,"706623442",way,,,,,,,,HDB,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5041"
103.863568,1.30556325,w190944912,"190944912",way,Singapore,"10",,North Bridge Road,residential,"16",,,,,,,,,,,,SG,hdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://images.mapillary.com/zaDQ-LQ1x0p-hPpsTBBw4Q/thumb-2048.jpg,https://www.mapillary.com/map/im/zaDQ-LQ1x0p-hPpsTBBw4Q,,,,,,,,,,,,,,,,,,,,,,,,w718233248,"718233248",way,,,,,,,,HDB,,,,,,,residential,Crawford Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5042"
103.862842047128,1.30433676774047,w190944913,"190944913",way,Singapore,"12",,North Bridge Road,residential,"25",,,,,,,,,,,,SG,hdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w190944928,"190944928",way,,,,,,,,HDB,,,,,,,residential,Golden Beach Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5043"
103.863175186328,1.30339542826738,w190944915,"190944915",way,Singapore,"15","208539",Beach Road,residential,"20",,,,,,,,,,,,SG,hdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w190944928,"190944928",way,,,,,,,,HDB,,,,,,,residential,Golden Beach Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5044"
103.86356625,1.3036799,w190944916,"190944916",way,Singapore,"17",,Beach Road,residential,"20",,,,,,,,,,,,SG,hdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w190944928,"190944928",way,,,,,,,,HDB,,,,,,,residential,Golden Beach Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5045"
103.86260015,1.30328185,w190944917,"190944917",way,Singapore,"18","190018",Beach Road,residential,"16",,,,,,,,,,,,SG,hdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w190944928,"190944928",way,,,,,,,,HDB,,,,,,,residential,Golden Beach Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5046"
103.86235465,1.30367415,w190944918,"190944918",way,Singapore,"19",,Beach Road,residential,"16",,,,,,,,,,,,SG,hdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w190944928,"190944928",way,,,,,,,,HDB,,,,,,,residential,Golden Beach Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5047"
103.860884533118,1.30508219848183,w190944919,"190944919",way,Singapore,"461",,North Bridge Road,residential,"25",,,,,,,,,,,,SG,hdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w718233248,"718233248",way,,,,,,,,HDB,,,,,,,residential,Crawford Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5048"
103.862615350389,1.30508337603733,w190944920,"190944920",way,Singapore,"466",,North Bridge Road,residential,"16",,,,,,,,,,,,SG,hdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w718233248,"718233248",way,,,,,,,,HDB,,,,,,,residential,Crawford Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5049"
103.862943815428,1.30518444316201,w190944921,"190944921",way,Singapore,"467",,North Bridge Road,residential,"16",,,,,,,,,,,,SG,hdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w718233248,"718233248",way,,,,,,,,HDB,,,,,,,residential,Crawford Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5050"
103.863236576318,1.3053555022569,w190944922,"190944922",way,Singapore,"468",,North Bridge Road,residential,"16",,,,,,,,,,,,SG,hdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://images.mapillary.com/zaDQ-LQ1x0p-hPpsTBBw4Q/thumb-2048.jpg,https://www.mapillary.com/map/im/zaDQ-LQ1x0p-hPpsTBBw4Q,,,,,,,,,,,,,,,,,,,,,,,,w718233248,"718233248",way,,,,,,,,HDB,,,,,,,residential,Crawford Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5051"
103.863647947435,1.3043789275353,w190944923,"190944923",way,Singapore,"7",,North Bridge Road,residential,"16",,,,,,,,,,,,SG,hdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w190944928,"190944928",way,,,,,,,,HDB,,,,,,,residential,Golden Beach Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5052"
103.8639508,1.30462955,w190944924,"190944924",way,Singapore,"8",,North Bridge Road,residential,"16",,,,,,,,,,,,SG,hdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w190944928,"190944928",way,,,,,,,,HDB,,,,,,,residential,Golden Beach Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5053"
103.8642591,1.30489715,w190944926,"190944926",way,Singapore,"9",,North Bridge Road,residential,"16",,,,,,,,,,,,SG,hdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w190944928,"190944928",way,,,,,,,,HDB,,,,,,,residential,Golden Beach Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5054"
103.775404619417,1.4337671699763,w192574856,"192574856",way,Singapore,"166","730166",Woodlands Street 13,residential,"4",,,,,,,,,,,,SG,HDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w711250706,"711250706",way,,,,,,,,HDB,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5055"
103.775404619417,1.4337671699763,w192574856,"192574856",way,Singapore,"166","730166",Woodlands Street 13,residential,"4",,,,,,,,,,,,SG,HDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w192574856,"192574856",way,Singapore,SG,"166","730166",Woodlands Street 13,residential,"4",HDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5056"
103.742940147735,1.3843204481982,w193421708,"193421708",way,Singapore,"305","680305",Choa Chu Kang Avenue 4,residential,,,,,,,,,,,,,SG,HDB,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w706622401,"706622401",way,,,,,,,,HDB,,,,,,,residential,Choa Chu Kang Town Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5057"
103.742940147735,1.3843204481982,w193421708,"193421708",way,Singapore,"305","680305",Choa Chu Kang Avenue 4,residential,,,,,,,,,,,,,SG,HDB,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w193421708,"193421708",way,Singapore,SG,"305","680305",Choa Chu Kang Avenue 4,residential,,HDB,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5058"
